Audience Name,Media Channel,GRPs,Cover %,Avg. Freq,Cover,Impressions
ABC1 Adults,Online Display,950,91.6,10.37,26345076,273198438.1
ABC1 Adults,Online Display,1000,91.87,10.88,26422730.7,287479310
ABC1 Adults,Online Video,5,4.79,1.04,1377651.9,1432757.976
ABC1 Adults,Online Video,10,9.2,1.09,2646012,2884153.08
ABC1 Adults,Online Video,15,13.26,1.13,3813708.6,4309490.718
ABC1 Adults,Online Video,20,17.03,1.17,4897998.3,5730658.011
ABC1 Adults,Online Video,25,20.52,1.22,5901757.2,7200143.784
ABC1 Adults,Online Video,30,23.77,1.26,6836489.7,8613977.022
ABC1 Adults,Online Video,35,26.8,1.31,7707948,10097411.88
ABC1 Adults,Online Video,40,29.64,1.35,8524760.4,11508426.54
ABC1 Adults,Online Video,45,32.29,1.39,9286926.9,12908828.39
ABC1 Adults,Online Video,50,34.77,1.44,10000199.7,14400287.57
ABC1 Adults,Online Video,55,37.11,1.48,10673207.1,15796346.51
ABC1 Adults,Online Video,60,39.31,1.53,11305949.1,17298102.12
ABC1 Adults,Online Video,65,41.37,1.57,11898425.7,18680528.35
ABC1 Adults,Online Video,70,43.32,1.62,12459265.2,20184009.62
ABC1 Adults,Online Video,75,45.17,1.66,12991343.7,21565630.54
ABC1 Adults,Online Video,80,46.91,1.71,13491785.1,23070952.52
ABC1 Adults,Online Video,85,48.56,1.75,13966341.6,24441097.8
ABC1 Adults,Online Video,90,50.12,1.8,14415013.2,25947023.76
ABC1 Adults,Online Video,95,51.6,1.84,14840676,27306843.84
ABC1 Adults,Online Video,100,53.01,1.89,15246206.1,28815329.53
ABC1 Adults,Online Video,110,55.61,1.98,15993992.1,31668104.36
ABC1 Adults,Online Video,120,57.98,2.07,16675627.8,34518549.55
ABC1 Adults,Online Video,130,60.13,2.16,17293989.3,37355016.89
ABC1 Adults,Online Video,140,62.09,2.25,17857704.9,40179836.03
ABC1 Adults,Online Video,150,63.88,2.35,18372526.8,43175437.98
ABC1 Adults,Online Video,160,65.53,2.44,18847083.3,45986883.25
ABC1 Adults,Online Video,170,67.04,2.54,19281374.4,48974690.98
ABC1 Adults,Online Video,180,68.43,2.63,19681152.3,51761430.55
ABC1 Adults,Online Video,190,69.72,2.73,20052169.2,54742421.92
ABC1 Adults,Online Video,190,69.72,2.73,20052169.2,54742421.92
ABC1 Adults,Online Video,190,69.72,2.73,20052169.2,54742421.92
ABC1 Adults,Online Video,190,69.72,2.73,20052169.2,54742421.92
ABC1 Adults,Online Video,190,69.72,2.73,20052169.2,54742421.92
ABC1 Adults,Online Video,190,69.72,2.73,20052169.2,54742421.92
ABC1 Adults,Online Video,190,69.72,2.73,20052169.2,54742421.92
ABC1 Adults,Online Video,190,69.72,2.73,20052169.2,54742421.92
ABC1 Adults,Online Video,190,69.72,2.73,20052169.2,54742421.92
ABC1 Adults,Online Video,190,69.72,2.73,20052169.2,54742421.92
ABC1 Adults,Online Video,190,69.72,2.73,20052169.2,54742421.92
ABC1 Adults,Online Video,190,69.72,2.73,20052169.2,54742421.92
ABC1 Adults,Online Video,190,69.72,2.73,20052169.2,54742421.92
ABC1 Adults,Online Video,190,69.72,2.73,20052169.2,54742421.92
ABC1 Adults,Online Video,190,69.72,2.73,20052169.2,54742421.92
ABC1 Adults,Online Video,190,69.72,2.73,20052169.2,54742421.92
ABC1 Adults,Online Video,190,69.72,2.73,20052169.2,54742421.92
ABC1 Adults,Online Video,190,69.72,2.73,20052169.2,54742421.92
ABC1 Adults,Online Video,190,69.72,2.73,20052169.2,54742421.92
ABC1 Adults,Online Video,190,69.72,2.73,20052169.2,54742421.92
ABC1 Adults,Online Video,190,69.72,2.73,20052169.2,54742421.92
ABC1 Adults,Online Video,190,69.72,2.73,20052169.2,54742421.92
ABC1 Adults,Online Video,190,69.72,2.73,20052169.2,54742421.92
ABC1 Adults,Online Video,190,69.72,2.73,20052169.2,54742421.92
ABC1 Adults,Online Video,190,69.72,2.73,20052169.2,54742421.92
ABC1 Adults,Online Video,190,69.72,2.73,20052169.2,54742421.92
ABC1 Adults,Online Video,190,69.72,2.73,20052169.2,54742421.92
ABC1 Adults,Online Video,190,69.72,2.73,20052169.2,54742421.92
ABC1 Adults,Online Video,190,69.72,2.73,20052169.2,54742421.92
ABC1 Adults,Online Video,190,69.72,2.73,20052169.2,54742421.92
ABC1 Adults,Online Video,190,69.72,2.73,20052169.2,54742421.92
ABC1 Adults,Online Video,190,69.72,2.73,20052169.2,54742421.92
ABC1 Adults,Generic Search,5,4.79,1.04,1377651.9,1432757.976
ABC1 Adults,Generic Search,10,9.2,1.09,2646012,2884153.08
ABC1 Adults,Generic Search,15,13.26,1.13,3813708.6,4309490.718
ABC1 Adults,Generic Search,20,17.03,1.17,4897998.3,5730658.011
ABC1 Adults,Generic Search,25,20.52,1.22,5901757.2,7200143.784
ABC1 Adults,Generic Search,30,23.77,1.26,6836489.7,8613977.022
ABC1 Adults,Generic Search,35,26.8,1.31,7707948,10097411.88
ABC1 Adults,Generic Search,40,29.64,1.35,8524760.4,11508426.54
ABC1 Adults,Generic Search,45,32.29,1.39,9286926.9,12908828.39
ABC1 Adults,Generic Search,50,34.77,1.44,10000199.7,14400287.57
ABC1 Adults,Generic Search,55,37.11,1.48,10673207.1,15796346.51
ABC1 Adults,Generic Search,60,39.31,1.53,11305949.1,17298102.12
ABC1 Adults,Generic Search,65,41.37,1.57,11898425.7,18680528.35
ABC1 Adults,Generic Search,70,43.32,1.62,12459265.2,20184009.62
ABC1 Adults,Generic Search,75,45.17,1.66,12991343.7,21565630.54
ABC1 Adults,Generic Search,80,46.91,1.71,13491785.1,23070952.52
ABC1 Adults,Generic Search,85,48.56,1.75,13966341.6,24441097.8
ABC1 Adults,Generic Search,90,50.12,1.8,14415013.2,25947023.76
ABC1 Adults,Generic Search,95,51.6,1.84,14840676,27306843.84
ABC1 Adults,Generic Search,100,53.01,1.89,15246206.1,28815329.53
ABC1 Adults,Generic Search,110,55.61,1.98,15993992.1,31668104.36
ABC1 Adults,Generic Search,120,57.98,2.07,16675627.8,34518549.55
ABC1 Adults,Generic Search,130,60.13,2.16,17293989.3,37355016.89
ABC1 Adults,Generic Search,140,62.09,2.25,17857704.9,40179836.03
ABC1 Adults,Generic Search,150,63.88,2.35,18372526.8,43175437.98
ABC1 Adults,Generic Search,160,65.53,2.44,18847083.3,45986883.25
ABC1 Adults,Generic Search,170,67.04,2.54,19281374.4,48974690.98
ABC1 Adults,Generic Search,180,68.43,2.63,19681152.3,51761430.55
ABC1 Adults,Generic Search,190,69.72,2.73,20052169.2,54742421.92
ABC1 Adults,Generic Search,200,70.91,2.82,20394425.1,57512278.78
ABC1 Adults,Generic Search,210,72.02,2.92,20713672.2,60483922.82
ABC1 Adults,Generic Search,220,73.05,3.01,21009910.5,63239830.61
ABC1 Adults,Generic Search,230,74,3.11,21283140,66190565.4
ABC1 Adults,Generic Search,240,74.9,3.2,21541989,68934364.8
ABC1 Adults,Generic Search,250,75.73,3.3,21780705.3,71876327.49
ABC1 Adults,Generic Search,260,76.51,3.4,22005041.1,74817139.74
ABC1 Adults,Generic Search,270,77.24,3.5,22214996.4,77752487.4
ABC1 Adults,Generic Search,280,77.93,3.59,22413447.3,80464275.81
ABC1 Adults,Generic Search,290,78.58,3.69,22600393.8,83395453.12
ABC1 Adults,Generic Search,300,79.19,3.79,22775835.9,86320418.06
ABC1 Adults,Generic Search,320,80.3,3.99,23095083,92149381.17
ABC1 Adults,Generic Search,340,81.29,4.18,23379816.9,97727634.64
ABC1 Adults,Generic Search,360,82.19,4.38,23638665.9,103537356.6
ABC1 Adults,Generic Search,380,82.99,4.58,23868753.9,109318892.9
ABC1 Adults,Generic Search,400,83.72,4.78,24078709.2,115096230
ABC1 Adults,Generic Search,420,84.38,4.98,24268531.8,120857288.4
ABC1 Adults,Generic Search,440,84.98,5.18,24441097.8,126604886.6
ABC1 Adults,Generic Search,460,85.53,5.38,24599283.3,132344144.2
ABC1 Adults,Generic Search,480,86.03,5.58,24743088.3,138066432.7
ABC1 Adults,Generic Search,500,86.49,5.78,24875388.9,143779747.8
ABC1 Adults,Generic Search,550,87.5,6.29,25165875,158293353.8
ABC1 Adults,Generic Search,600,88.33,6.79,25404591.3,172497174.9
ABC1 Adults,Generic Search,650,89.03,7.3,25605918.3,186923203.6
ABC1 Adults,Generic Search,700,89.62,7.81,25775608.2,201307500
ABC1 Adults,Generic Search,750,90.13,8.32,25922289.3,215673447
ABC1 Adults,Generic Search,800,90.57,8.83,26048837.7,230011236.9
ABC1 Adults,Generic Search,850,90.96,9.34,26161005.6,244343792.3
ABC1 Adults,Generic Search,900,91.3,9.86,26258793,258911699
ABC1 Adults,Generic Search,950,91.6,10.37,26345076,273198438.1
ABC1 Adults,Generic Search,1000,91.87,10.88,26422730.7,287479310
Women 16-34,Linear TV,5,4.03,1.24,319780.5,396527.82
Women 16-34,Linear TV,10,7.34,1.36,582429,792103.44
Women 16-34,Linear TV,15,10.13,1.48,803815.5,1189646.94
Women 16-34,Linear TV,20,12.55,1.59,995842.5,1583389.575
Women 16-34,Linear TV,25,14.67,1.7,1164064.5,1978909.65
Women 16-34,Linear TV,30,16.56,1.81,1314036,2378405.16
Women 16-34,Linear TV,35,18.27,1.92,1449724.5,2783471.04
Women 16-34,Linear TV,40,19.82,2.02,1572717,3176888.34
Women 16-34,Linear TV,45,21.23,2.12,1684600.5,3571353.06
Women 16-34,Linear TV,50,22.54,2.22,1788549,3970578.78
Women 16-34,Linear TV,55,23.74,2.32,1883769,4370344.08
Women 16-34,Linear TV,60,24.87,2.41,1973434.5,4755977.145
Women 16-34,Linear TV,65,25.91,2.51,2055958.5,5160455.835
Women 16-34,Linear TV,70,26.89,2.6,2133721.5,5547675.9
Women 16-34,Linear TV,75,27.81,2.7,2206723.5,5958153.45
Women 16-34,Linear TV,80,28.68,2.79,2275758,6349364.82
Women 16-34,Linear TV,85,29.5,2.88,2340825,6741576
Women 16-34,Linear TV,90,30.28,2.97,2402718,7136072.46
Women 16-34,Linear TV,95,31.02,3.06,2461437,7531997.22
Women 16-34,Linear TV,100,31.72,3.15,2516982,7928493.3
Women 16-34,Linear TV,110,33.03,3.33,2620930.5,8727698.565
Women 16-34,Linear TV,120,34.22,3.51,2715357,9530903.07
Women 16-34,Linear TV,130,35.32,3.68,2802642,10313722.56
Women 16-34,Linear TV,140,36.34,3.85,2883579,11101779.15
Women 16-34,Linear TV,150,37.28,4.02,2958168,11891835.36
Women 16-34,Linear TV,160,38.15,4.19,3027202.5,12683978.48
Women 16-34,Linear TV,170,38.9,4.37,3086715,13488944.55
Women 16-34,Linear TV,180,39.61,4.54,3143053.5,14269462.89
Women 16-34,Linear TV,190,40.28,4.72,3196218,15086148.96
Women 16-34,Linear TV,200,40.91,4.89,3246208.5,15873959.57
Women 16-34,Linear TV,210,41.52,5.06,3294612,16670736.72
Women 16-34,Linear TV,220,42.1,5.23,3340635,17471521.05
Women 16-34,Linear TV,230,42.65,5.39,3384277.5,18241255.73
Women 16-34,Linear TV,240,43.18,5.56,3426333,19050411.48
Women 16-34,Linear TV,250,43.69,5.72,3466801.5,19830104.58
Women 16-34,Linear TV,260,44.17,5.89,3504889.5,20643799.16
Women 16-34,Linear TV,270,44.63,6.05,3541390.5,21425412.53
Women 16-34,Linear TV,280,45.08,6.21,3577098,22213778.58
Women 16-34,Linear TV,290,45.51,6.37,3611218.5,23003461.85
Women 16-34,Linear TV,300,45.92,6.53,3643752,23793700.56
Women 16-34,Linear TV,320,46.7,6.85,3705645,25383668.25
Women 16-34,Linear TV,340,47.39,7.17,3760396.5,26962042.91
Women 16-34,Linear TV,360,48.03,7.49,3811180.5,28545741.95
Women 16-34,Linear TV,380,48.64,7.81,3859584,30143351.04
Women 16-34,Linear TV,400,49.21,8.13,3904813.5,31746133.76
Women 16-34,Linear TV,420,49.76,8.44,3948456,33324968.64
Women 16-34,Linear TV,440,50.27,8.75,3988924.5,34903089.38
Women 16-34,Linear TV,460,50.76,9.06,4027806,36491922.36
Women 16-34,Linear TV,480,51.22,9.37,4064307,38082556.59
Women 16-34,Linear TV,500,51.65,9.68,4098427.5,39672778.2
Women 16-34,Linear TV,550,52.62,10.45,4175397,43632898.65
Women 16-34,Linear TV,600,53.51,11.21,4246018.5,47597867.39
Women 16-34,Linear TV,650,54.3,11.97,4308705,51575198.85
Women 16-34,Linear TV,700,55,12.73,4364250,55556902.5
Women 16-34,Linear TV,750,55.65,13.48,4415827.5,59525354.7
Women 16-34,Linear TV,800,56.25,14.22,4463437.5,63470081.25
Women 16-34,Linear TV,850,56.79,14.97,4506286.5,67459108.91
Women 16-34,Linear TV,900,57.29,15.71,4545961.5,71417055.17
Women 16-34,Linear TV,950,57.76,16.45,4583256,75394561.2
Women 16-34,Linear TV,1000,58.18,17.19,4616583,79359061.77
Women 16-34,BVOD,5,4.63,1.08,367390.5,396781.74
Women 16-34,BVOD,10,8.64,1.16,685584,795277.44
Women 16-34,BVOD,15,12.14,1.24,963309,1194503.16
Women 16-34,BVOD,20,15.23,1.31,1208500.5,1583135.655
Women 16-34,BVOD,25,17.99,1.39,1427506.5,1984234.035
Women 16-34,BVOD,30,20.46,1.47,1623501,2386546.47
Women 16-34,BVOD,35,22.69,1.54,1800451.5,2772695.31
Women 16-34,BVOD,40,24.71,1.62,1960738.5,3176396.37
Women 16-34,BVOD,45,26.56,1.69,2107536,3561735.84
Women 16-34,BVOD,50,28.25,1.77,2241637.5,3967698.375
Women 16-34,BVOD,55,29.8,1.85,2364630,4374565.5
Women 16-34,BVOD,60,31.24,1.92,2478894,4759476.48
Women 16-34,BVOD,65,32.56,2,2583636,5167272
Women 16-34,BVOD,70,33.79,2.07,2681236.5,5550159.555
Women 16-34,BVOD,75,34.93,2.15,2771695.5,5959145.325
Women 16-34,BVOD,80,35.99,2.22,2855806.5,6339890.43
Women 16-34,BVOD,85,36.99,2.3,2935156.5,6750859.95
Women 16-34,BVOD,90,37.92,2.37,3008952,7131216.24
Women 16-34,BVOD,95,38.79,2.45,3077986.5,7541066.925
Women 16-34,BVOD,100,39.6,2.52,3142260,7918495.2
Women 16-34,BVOD,110,41.1,2.68,3261285,8740243.8
Women 16-34,BVOD,120,42.43,2.83,3366820.5,9528102.015
Women 16-34,BVOD,130,43.62,2.98,3461247,10314516.06
Women 16-34,BVOD,140,44.69,3.13,3546151.5,11099454.2
Women 16-34,BVOD,150,45.66,3.29,3623121,11920068.09
Women 16-34,BVOD,160,46.54,3.44,3692949,12703744.56
Women 16-34,BVOD,170,47.34,3.59,3756429,13485580.11
Women 16-34,BVOD,180,48.07,3.74,3814354.5,14265685.83
Women 16-34,BVOD,190,48.74,3.9,3867519,15083324.1
Women 16-34,BVOD,200,49.35,4.05,3915922.5,15859486.13
Women 16-34,BVOD,210,49.92,4.21,3961152,16676449.92
Women 16-34,BVOD,220,50.45,4.36,4003207.5,17453984.7
Women 16-34,BVOD,230,50.94,4.52,4042089,18270242.28
Women 16-34,BVOD,240,51.39,4.67,4077796.5,19043309.66
Women 16-34,BVOD,250,51.81,4.82,4111123.5,19815615.27
Women 16-34,BVOD,260,52.21,4.98,4142863.5,20631460.23
Women 16-34,BVOD,270,52.58,5.14,4172223,21445226.22
Women 16-34,BVOD,280,52.92,5.29,4199202,22213778.58
Women 16-34,BVOD,290,53.25,5.45,4225387.5,23028361.88
Women 16-34,BVOD,300,53.55,5.6,4249192.5,23795478
Women 16-34,BVOD,320,54.11,5.91,4293628.5,25375344.44
Women 16-34,BVOD,340,54.61,6.23,4333303.5,26996480.81
Women 16-34,BVOD,360,55.06,6.54,4369011,28573331.94
Women 16-34,BVOD,380,55.46,6.85,4400751,30145144.35
Women 16-34,BVOD,400,55.82,7.17,4429317,31758202.89
Women 16-34,BVOD,420,56.15,7.48,4455502.5,33327158.7
Women 16-34,BVOD,440,56.45,7.79,4479307.5,34893805.43
Women 16-34,BVOD,460,56.73,8.11,4501525.5,36507371.81
Women 16-34,BVOD,480,56.98,8.42,4521363,38069876.46
Women 16-34,BVOD,500,57.21,8.74,4539613.5,39676221.99
Women 16-34,BVOD,550,57.71,9.53,4579288.5,43640619.41
Women 16-34,BVOD,600,58.13,10.32,4612615.5,47602191.96
Women 16-34,BVOD,650,58.48,11.11,4640388,51554710.68
Women 16-34,BVOD,700,58.78,11.91,4664193,55550538.63
Women 16-34,BVOD,750,59.03,12.71,4684030.5,59534027.66
Women 16-34,BVOD,800,59.25,13.5,4701487.5,63470081.25
Women 16-34,BVOD,850,59.43,14.3,4715770.5,67435518.15
Women 16-34,BVOD,900,59.6,15.1,4729260,71411826
Women 16-34,BVOD,950,59.74,15.9,4740369,75371867.1
Women 16-34,BVOD,1000,59.87,16.7,4750684.5,79336431.15
Women 16-34,Audio,5,4.62,1.08,366597,395924.76
Women 16-34,Audio,10,8.58,1.16,680823,789754.68
Women 16-34,Audio,15,12.04,1.25,955374,1194217.5
Women 16-34,Audio,20,15.09,1.33,1197391.5,1592530.695
Women 16-34,Audio,25,17.81,1.4,1413223.5,1978512.9
Women 16-34,Audio,30,20.25,1.48,1606837.5,2378119.5
Women 16-34,Audio,35,22.47,1.56,1782994.5,2781471.42
Women 16-34,Audio,40,24.5,1.63,1944075,3168842.25
Women 16-34,Audio,45,26.37,1.71,2092459.5,3578105.745
Women 16-34,Audio,50,28.1,1.78,2229735,3968928.3
Women 16-34,Audio,55,29.7,1.85,2356695,4359885.75
Women 16-34,Audio,60,31.19,1.92,2474926.5,4751858.88
Women 16-34,Audio,65,32.59,1.99,2586016.5,5146172.835
Women 16-34,Audio,70,33.9,2.06,2689965,5541327.9
Women 16-34,Audio,75,35.11,2.14,2785978.5,5961993.99
Women 16-34,Audio,80,36.2,2.21,2872470,6348158.7
Women 16-34,Audio,85,37.25,2.28,2955787.5,6739195.5
Women 16-34,Audio,90,38.25,2.35,3035137.5,7132573.125
Women 16-34,Audio,95,39.2,2.42,3110520,7527458.4
Women 16-34,Audio,100,40.12,2.49,3183522,7926969.78
Women 16-34,Audio,110,41.85,2.63,3320797.5,8733697.425
Women 16-34,Audio,120,43.44,2.76,3446964,9513620.64
Women 16-34,Audio,130,44.93,2.89,3565195.5,10303415
Women 16-34,Audio,140,46.31,3.02,3674698.5,11097589.47
Women 16-34,Audio,150,47.58,3.15,3775473,11892739.95
Women 16-34,Audio,160,48.75,3.28,3868312.5,12688065
Women 16-34,Audio,170,49.85,3.41,3955597.5,13488587.48
Women 16-34,Audio,180,50.89,3.54,4038121.5,14294950.11
Women 16-34,Audio,190,51.87,3.66,4115884.5,15064137.27
Women 16-34,Audio,200,52.81,3.79,4190473.5,15881894.57
Women 16-34,Audio,210,53.7,3.91,4261095,16660881.45
Women 16-34,Audio,220,54.55,4.03,4328542.5,17444026.28
Women 16-34,Audio,230,55.34,4.16,4391229,18267512.64
Women 16-34,Audio,240,56.09,4.28,4450741.5,19049173.62
Women 16-34,Audio,250,56.81,4.4,4507873.5,19834643.4
Women 16-34,Audio,260,57.5,4.52,4562625,20623065
Women 16-34,Audio,270,58.17,4.64,4615789.5,21417263.28
Women 16-34,Audio,280,58.81,4.76,4666573.5,22212889.86
Women 16-34,Audio,290,59.42,4.88,4714977,23009087.76
Women 16-34,Audio,300,60,5,4761000,23805000
Women 16-34,Audio,320,61.09,5.24,4847491.5,25400855.46
Women 16-34,Audio,340,62.11,5.47,4928428.5,26958503.9
Women 16-34,Audio,360,63.06,5.71,5003811,28571760.81
Women 16-34,Audio,380,63.94,5.94,5073639,30137415.66
Women 16-34,Audio,400,64.76,6.18,5138706,31757203.08
Women 16-34,Audio,420,65.54,6.41,5200599,33335839.59
Women 16-34,Audio,440,66.26,6.64,5257731,34911333.84
Women 16-34,Audio,460,66.94,6.87,5311689,36491303.43
Women 16-34,Audio,480,67.58,7.1,5362473,38073558.3
Women 16-34,Audio,500,68.19,7.33,5410876.5,39661724.75
Women 16-34,Audio,550,69.57,7.91,5520379.5,43666201.85
Women 16-34,Audio,600,70.78,8.48,5616393,47627012.64
Women 16-34,Audio,650,71.84,9.05,5700504,51589561.2
Women 16-34,Audio,700,72.79,9.62,5775886.5,55564028.13
Women 16-34,Audio,750,73.65,10.18,5844127.5,59493217.95
Women 16-34,Audio,800,74.41,10.75,5904433.5,63472660.13
Women 16-34,Audio,850,75.1,11.32,5959185,67457974.2
Women 16-34,Audio,900,75.73,11.88,6009175.5,71389004.94
Women 16-34,Audio,950,76.31,12.45,6055198.5,75387221.33
Women 16-34,Audio,1000,76.83,13.02,6096460.5,79375915.71
Women 16-34,Newspapers - Print,5,3.95,1.27,313432.5,398059.275
Women 16-34,Newspapers - Print,10,6.68,1.5,530058,795087
Women 16-34,Newspapers - Print,15,8.78,1.71,696693,1191345.03
Women 16-34,Newspapers - Print,20,10.47,1.91,830794.5,1586817.495
Women 16-34,Newspapers - Print,25,11.88,2.1,942678,1979623.8
Women 16-34,Newspapers - Print,30,13.09,2.29,1038691.5,2378603.535
Women 16-34,Newspapers - Print,35,14.15,2.47,1122802.5,2773322.175
Women 16-34,Newspapers - Print,40,15.08,2.65,1196598,3170984.7
Women 16-34,Newspapers - Print,45,15.91,2.83,1262458.5,3572757.555
Women 16-34,Newspapers - Print,50,16.66,3,1321971,3965913
Women 16-34,Newspapers - Print,55,17.35,3.17,1376722.5,4364210.325
Women 16-34,Newspapers - Print,60,17.73,3.38,1406875.5,4755239.19
Women 16-34,Newspapers - Print,65,18.09,3.59,1435441.5,5153234.985
Women 16-34,Newspapers - Print,70,18.43,3.8,1462420.5,5557197.9
Women 16-34,Newspapers - Print,75,18.76,4,1488606,5954424
Women 16-34,Newspapers - Print,80,19.08,4.19,1513998,6343651.62
Women 16-34,Newspapers - Print,85,19.39,4.38,1538596.5,6739052.67
Women 16-34,Newspapers - Print,90,19.69,4.57,1562401.5,7140174.855
Women 16-34,Newspapers - Print,95,19.98,4.75,1585413,7530711.75
Women 16-34,Newspapers - Print,100,20.26,4.93,1607631,7925620.83
Women 16-34,Newspapers - Print,110,20.8,5.29,1650480,8731039.2
Women 16-34,Newspapers - Print,120,21.21,5.66,1683013.5,9525856.41
Women 16-34,Newspapers - Print,130,21.59,6.02,1713166.5,10313262.33
Women 16-34,Newspapers - Print,140,21.96,6.38,1742526,11117315.88
Women 16-34,Newspapers - Print,150,22.31,6.72,1770298.5,11896405.92
Women 16-34,Newspapers - Print,160,22.65,7.07,1797277.5,12706751.93
Women 16-34,Newspapers - Print,170,22.95,7.41,1821082.5,13494221.33
Women 16-34,Newspapers - Print,180,23.21,7.75,1841713.5,14273279.63
Women 16-34,Newspapers - Print,190,23.47,8.1,1862344.5,15084990.45
Women 16-34,Newspapers - Print,200,23.72,8.43,1882182,15866794.26
Women 16-34,Newspapers - Print,210,23.96,8.76,1901226,16654739.76
Women 16-34,Newspapers - Print,220,24.2,9.09,1920270,17455254.3
Women 16-34,Newspapers - Print,230,24.4,9.43,1936140,18257800.2
Women 16-34,Newspapers - Print,240,24.59,9.76,1951216.5,19043873.04
Women 16-34,Newspapers - Print,250,24.78,10.09,1966293,19839896.37
Women 16-34,Newspapers - Print,260,24.96,10.41,1980576,20617796.16
Women 16-34,Newspapers - Print,270,25.14,10.74,1994859,21424785.66
Women 16-34,Newspapers - Print,280,25.31,11.06,2008348.5,22212334.41
Women 16-34,Newspapers - Print,290,25.47,11.39,2021044.5,23019696.86
Women 16-34,Newspapers - Print,300,25.62,11.71,2032947,23805809.37
Women 16-34,Newspapers - Print,320,25.91,12.35,2055958.5,25391087.48
Women 16-34,Newspapers - Print,340,26.18,12.99,2077383,26985205.17
Women 16-34,Newspapers - Print,360,26.43,13.62,2097220.5,28564143.21
Women 16-34,Newspapers - Print,380,26.67,14.25,2116264.5,30156769.13
Women 16-34,Newspapers - Print,400,26.88,14.88,2132928,31737968.64
Women 16-34,Newspapers - Print,420,27.09,15.5,2149591.5,33318668.25
Women 16-34,Newspapers - Print,440,27.29,16.12,2165461.5,34907239.38
Women 16-34,Newspapers - Print,460,27.47,16.75,2179744.5,36510720.38
Women 16-34,Newspapers - Print,480,27.64,17.36,2193234,38074542.24
Women 16-34,Newspapers - Print,500,27.81,17.98,2206723.5,39676888.53
Women 16-34,Newspapers - Print,550,28.19,19.51,2236876.5,43641460.52
Women 16-34,Newspapers - Print,600,28.53,21.03,2263855.5,47608881.17
Women 16-34,Newspapers - Print,650,28.84,22.54,2288454,51581753.16
Women 16-34,Newspapers - Print,650,28.84,22.54,2288454,51581753.16
Women 16-34,Newspapers - Print,650,28.84,22.54,2288454,51581753.16
Women 16-34,Newspapers - Print,650,28.84,22.54,2288454,51581753.16
Women 16-34,Newspapers - Print,650,28.84,22.54,2288454,51581753.16
Women 16-34,Newspapers - Print,650,28.84,22.54,2288454,51581753.16
Women 16-34,Newspapers - Print,650,28.84,22.54,2288454,51581753.16
Women 16-34,Newspapers - Print,650,28.84,22.54,2288454,51581753.16
Women 16-34,Magazines - Print,5,4.56,1.1,361836,398019.6
Women 16-34,Magazines - Print,10,8.44,1.18,669714,790262.52
Women 16-34,Magazines - Print,15,11.82,1.27,937917,1191154.59
Women 16-34,Magazines - Print,20,14.82,1.35,1175967,1587555.45
Women 16-34,Magazines - Print,25,17.49,1.43,1387831.5,1984599.045
Women 16-34,Magazines - Print,30,19.91,1.51,1579858.5,2385586.335
Women 16-34,Magazines - Print,35,22.12,1.58,1755222,2773250.76
Women 16-34,Magazines - Print,40,24.13,1.66,1914715.5,3178427.73
Women 16-34,Magazines - Print,45,25.98,1.73,2061513,3566417.49
Women 16-34,Magazines - Print,50,27.69,1.81,2197201.5,3976934.715
Women 16-34,Magazines - Print,55,29.28,1.88,2323368,4367931.84
Women 16-34,Magazines - Print,60,30.76,1.95,2440806,4759571.7
Women 16-34,Magazines - Print,65,32.13,2.02,2549515.5,5150021.31
Women 16-34,Magazines - Print,70,33.42,2.09,2651877,5542422.93
Women 16-34,Magazines - Print,75,34.63,2.17,2747890.5,5962922.385
Women 16-34,Magazines - Print,80,35.77,2.24,2838349.5,6357902.88
Women 16-34,Magazines - Print,85,36.85,2.31,2924047.5,6754549.725
Women 16-34,Magazines - Print,90,37.74,2.38,2994669,7127312.22
Women 16-34,Magazines - Print,95,38.18,2.49,3029583,7543661.67
Women 16-34,Magazines - Print,100,38.6,2.59,3062910,7932936.9
Women 16-34,Magazines - Print,110,39.42,2.79,3127977,8727055.83
Women 16-34,Magazines - Print,120,40.2,2.98,3189870,9505812.6
Women 16-34,Magazines - Print,130,40.95,3.17,3249382.5,10300542.53
Women 16-34,Magazines - Print,140,41.66,3.36,3305721,11107222.56
Women 16-34,Magazines - Print,150,42.34,3.54,3359679,11893263.66
Women 16-34,Magazines - Print,160,43,3.72,3412050,12692826
Women 16-34,Magazines - Print,170,43.62,3.9,3461247,13498863.3
Women 16-34,Magazines - Print,180,44.18,4.07,3505683,14268129.81
Women 16-34,Magazines - Print,190,44.56,4.26,3535836,15062661.36
Women 16-34,Magazines - Print,200,44.93,4.45,3565195.5,15865119.98
Women 16-34,Magazines - Print,210,45.29,4.64,3593761.5,16675053.36
Women 16-34,Magazines - Print,220,45.63,4.82,3620740.5,17451969.21
Women 16-34,Magazines - Print,230,45.98,5,3648513,18242565
Women 16-34,Magazines - Print,240,46.31,5.18,3674698.5,19034938.23
Women 16-34,Magazines - Print,250,46.63,5.36,3700090.5,19832485.08
Women 16-34,Magazines - Print,260,46.95,5.54,3725482.5,20639173.05
Women 16-34,Magazines - Print,270,47.23,5.72,3747700.5,21436846.86
Women 16-34,Magazines - Print,280,47.44,5.9,3764364,22209747.6
Women 16-34,Magazines - Print,290,47.66,6.09,3781821,23031289.89
Women 16-34,Magazines - Print,300,47.87,6.27,3798484.5,23816497.82
