Audience Name,Media Channel,GRPs,Cover %,Avg. Freq,Cover,Impressions
ABC1 Adults,Audio,290,54.71,5.3,15735143.1,83396258.43
ABC1 Adults,Audio,300,55.25,5.43,15890452.5,86285157.08
ABC1 Adults,Audio,320,56.26,5.69,16180938.6,92069540.63
ABC1 Adults,Audio,340,57.22,5.94,16457044.2,97754842.55
ABC1 Adults,Audio,360,58.1,6.2,16710141,103602874.2
ABC1 Adults,Audio,380,58.93,6.45,16948857.3,109320129.6
ABC1 Adults,Audio,400,59.7,6.7,17170317,115041123.9
ABC1 Adults,Audio,420,60.44,6.95,17383148.4,120812881.4
ABC1 Adults,Audio,440,61.13,7.2,17581599.3,126587515
ABC1 Adults,Audio,460,61.78,7.45,17768545.8,132375666.2
ABC1 Adults,Audio,480,62.39,7.69,17943987.9,137989267
ABC1 Adults,Audio,500,62.98,7.94,18113677.8,143822601.7
ABC1 Adults,Audio,550,64.31,8.55,18496199.1,158142502.3
ABC1 Adults,Audio,600,65.5,9.16,18838455,172560247.8
ABC1 Adults,Audio,650,66.55,9.77,19140445.5,187002152.5
ABC1 Adults,Audio,700,67.5,10.37,19413675,201319809.8
ABC1 Adults,Audio,750,68.35,10.97,19658143.5,215649834.2
ABC1 Adults,Audio,800,69.12,11.57,19879603.2,230007009
ABC1 Adults,Audio,850,69.82,12.17,20080930.2,244384920.5
ABC1 Adults,Audio,900,70.46,12.77,20265000.6,258784057.7
ABC1 Adults,Audio,950,71.05,13.37,20434690.5,273211812
ABC1 Adults,Audio,1000,71.59,13.97,20589999.9,287642298.6
ABC1 Adults,Newspapers - Print,5,4.46,1.12,1282740.6,1436669.472
ABC1 Adults,Newspapers - Print,10,8.06,1.24,2318136.6,2874489.384
ABC1 Adults,Newspapers - Print,15,11.02,1.36,3169462.2,4310468.592
ABC1 Adults,Newspapers - Print,20,13.51,1.48,3885611.1,5750704.428
ABC1 Adults,Newspapers - Print,25,15.63,1.6,4495344.3,7192550.88
ABC1 Adults,Newspapers - Print,30,17.47,1.72,5024546.7,8642220.324
ABC1 Adults,Newspapers - Print,35,19.07,1.84,5484722.7,10091889.77
ABC1 Adults,Newspapers - Print,40,20.48,1.95,5890252.8,11485992.96
ABC1 Adults,Newspapers - Print,45,21.74,2.07,6252641.4,12942967.7
ABC1 Adults,Newspapers - Print,50,22.86,2.19,6574764.6,14398734.47
ABC1 Adults,Newspapers - Print,55,23.88,2.3,6868126.8,15796691.64
ABC1 Adults,Newspapers - Print,60,24.8,2.42,7132728,17261201.76
ABC1 Adults,Newspapers - Print,65,25.64,2.54,7374320.4,18730773.82
ABC1 Adults,Newspapers - Print,70,26.41,2.65,7595780.1,20128817.27
ABC1 Adults,Newspapers - Print,75,27.12,2.77,7799983.2,21605953.46
ABC1 Adults,Newspapers - Print,80,27.77,2.88,7986929.7,23002357.54
ABC1 Adults,Newspapers - Print,85,28.38,2.99,8162371.8,24405491.68
ABC1 Adults,Newspapers - Print,90,28.95,3.11,8326309.5,25894822.55
ABC1 Adults,Newspapers - Print,95,29.48,3.22,8478742.8,27301551.82
ABC1 Adults,Newspapers - Print,100,29.98,3.34,8622547.8,28799309.65
ABC1 Adults,Newspapers - Print,110,30.89,3.56,8884272.9,31628011.52
ABC1 Adults,Newspapers - Print,120,31.7,3.79,9117237,34554328.23
ABC1 Adults,Newspapers - Print,130,32.2,4.04,9261042,37414609.68
ABC1 Adults,Newspapers - Print,140,32.59,4.3,9373209.9,40304802.57
ABC1 Adults,Newspapers - Print,150,32.97,4.55,9482501.7,43145382.74
ABC1 Adults,Newspapers - Print,160,33.34,4.8,9588917.4,46026803.52
ABC1 Adults,Newspapers - Print,170,33.69,5.05,9689580.9,48932383.55
ABC1 Adults,Newspapers - Print,180,34.03,5.29,9787368.3,51775178.31
ABC1 Adults,Newspapers - Print,190,34.35,5.53,9879403.5,54633101.36
ABC1 Adults,Newspapers - Print,200,34.67,5.77,9971438.7,57535201.3
ABC1 Adults,Newspapers - Print,210,34.97,6,10057721.7,60346330.2
ABC1 Adults,Newspapers - Print,220,35.27,6.24,10144004.7,63298589.33
ABC1 Adults,Newspapers - Print,230,35.56,6.47,10227411.6,66171353.05
ABC1 Adults,Newspapers - Print,240,35.83,6.7,10305066.3,69043944.21
ABC1 Adults,Newspapers - Print,250,36.07,6.93,10374092.7,71892462.41
ABC1 Adults,Newspapers - Print,260,36.28,7.17,10434490.8,74815299.04
ABC1 Adults,Newspapers - Print,270,36.47,7.4,10489136.7,77619611.58
ABC1 Adults,Newspapers - Print,280,36.67,7.64,10546658.7,80576472.47
ABC1 Adults,Newspapers - Print,290,36.86,7.87,10601304.6,83432267.2
ABC1 Adults,Newspapers - Print,300,37.04,8.1,10653074.4,86289902.64
ABC1 Adults,Newspapers - Print,320,37.4,8.56,10756614,92076615.84
ABC1 Adults,Newspapers - Print,340,37.75,9.01,10857277.5,97824070.28
ABC1 Adults,Newspapers - Print,360,38.08,9.45,10952188.8,103498184.2
ABC1 Adults,Newspapers - Print,380,38.37,9.9,11035595.7,109252397.4
ABC1 Adults,Newspapers - Print,400,38.63,10.35,11110374.3,114992374
ABC1 Adults,Newspapers - Print,420,38.88,10.8,11182276.8,120768589.4
ABC1 Adults,Newspapers - Print,440,39.13,11.25,11254179.3,126609517.1
ABC1 Adults,Newspapers - Print,460,39.36,11.69,11320329.6,132334653
ABC1 Adults,Newspapers - Print,480,39.59,12.12,11386479.9,138004136.4
ABC1 Adults,Newspapers - Print,500,39.8,12.56,11446878,143772787.7
ABC1 Adults,Newspapers - Print,550,40.27,13.66,11582054.7,158210867.2
ABC1 Adults,Newspapers - Print,600,40.71,14.74,11708603.1,172584809.7
ABC1 Adults,Newspapers - Print,650,41.09,15.82,11817894.9,186959097.3
ABC1 Adults,Newspapers - Print,700,41.45,16.89,11921434.5,201353028.7
ABC1 Adults,Newspapers - Print,750,41.77,17.95,12013469.7,215641781.1
ABC1 Adults,Newspapers - Print,800,42.07,19.02,12099752.7,230137296.4
ABC1 Adults,Newspapers - Print,850,42.35,20.07,12180283.5,244458289.8
ABC1 Adults,Newspapers - Print,900,42.6,21.13,12252186,258888690.2
ABC1 Adults,Newspapers - Print,950,42.84,22.18,12321212.4,273284491
ABC1 Adults,Newspapers - Print,1000,43.07,23.22,12387362.7,287634561.9
ABC1 Adults,Magazines - Print,5,4.66,1.07,1340262.6,1434080.982
ABC1 Adults,Magazines - Print,10,8.78,1.14,2525215.8,2878746.012
ABC1 Adults,Magazines - Print,15,12.45,1.2,3580744.5,4296893.4
ABC1 Adults,Magazines - Print,20,15.77,1.27,4535609.7,5760224.319
ABC1 Adults,Magazines - Print,25,18.78,1.33,5401315.8,7183750.014
ABC1 Adults,Magazines - Print,30,21.52,1.39,6189367.2,8603220.408
ABC1 Adults,Magazines - Print,35,24.04,1.46,6914144.4,10094650.82
ABC1 Adults,Magazines - Print,40,26.37,1.52,7584275.7,11528099.06
ABC1 Adults,Magazines - Print,45,28.51,1.58,8199761.1,12955622.54
ABC1 Adults,Magazines - Print,50,30.5,1.64,8772105,14386252.2
ABC1 Adults,Magazines - Print,55,32.35,1.7,9304183.5,15817111.95
ABC1 Adults,Magazines - Print,60,34.08,1.76,9801748.8,17251077.89
ABC1 Adults,Magazines - Print,65,35.69,1.82,10264800.9,18681937.64
ABC1 Adults,Magazines - Print,70,37.21,1.88,10701968.1,20119700.03
ABC1 Adults,Magazines - Print,75,38.63,1.94,11110374.3,21554126.14
ABC1 Adults,Magazines - Print,80,39.96,2,11492895.6,22985791.2
ABC1 Adults,Magazines - Print,85,41.22,2.06,11855284.2,24421885.45
ABC1 Adults,Magazines - Print,90,42.41,2.12,12197540.1,25858785.01
ABC1 Adults,Magazines - Print,95,43.28,2.19,12447760.8,27260596.15
ABC1 Adults,Magazines - Print,100,43.65,2.29,12554176.5,28749064.19
ABC1 Adults,Magazines - Print,110,44.36,2.48,12758379.6,31640781.41
ABC1 Adults,Magazines - Print,120,45.04,2.66,12953954.4,34457518.7
ABC1 Adults,Magazines - Print,130,45.69,2.84,13140900.9,37320158.56
ABC1 Adults,Magazines - Print,140,46.32,3.02,13322095.2,40232727.5
ABC1 Adults,Magazines - Print,150,46.93,3.2,13497537.3,43192119.36
ABC1 Adults,Magazines - Print,160,47.51,3.37,13664351.1,46048863.21
ABC1 Adults,Magazines - Print,170,48.07,3.54,13825412.7,48941960.96
ABC1 Adults,Magazines - Print,180,48.61,3.7,13980722.1,51728671.77
ABC1 Adults,Magazines - Print,190,49.06,3.87,14110146.6,54606267.34
ABC1 Adults,Magazines - Print,200,49.37,4.05,14199305.7,57507188.09
ABC1 Adults,Magazines - Print,210,49.68,4.23,14288464.8,60440206.1
ABC1 Adults,Magazines - Print,220,49.98,4.4,14374747.8,63248890.32
ABC1 Adults,Magazines - Print,230,50.27,4.58,14458154.7,66218348.53
ABC1 Adults,Magazines - Print,240,50.56,4.75,14541561.6,69072417.6
ABC1 Adults,Magazines - Print,250,50.83,4.92,14619216.3,71926544.2
ABC1 Adults,Magazines - Print,260,51.11,5.09,14699747.1,74821712.74
ABC1 Adults,Magazines - Print,270,51.37,5.26,14774525.7,77714005.18
ABC1 Adults,Magazines - Print,280,51.63,5.42,14849304.3,80483229.31
ABC1 Adults,Magazines - Print,290,51.81,5.6,14901074.1,83446014.96
ABC1 Adults,Magazines - Print,300,51.99,5.77,14952843.9,86277909.3
ABC1 Adults,Magazines - Print,320,52.34,6.11,15053507.4,91976930.21
ABC1 Adults,Magazines - Print,340,52.67,6.45,15148418.7,97707300.62
ABC1 Adults,Magazines - Print,360,53,6.79,15243330,103502210.7
ABC1 Adults,Magazines - Print,380,53.29,7.13,15326736.9,109279634.1
ABC1 Adults,Magazines - Print,400,53.52,7.47,15392887.2,114984867.4
ABC1 Adults,Magazines - Print,420,53.75,7.81,15459037.5,120735082.9
ABC1 Adults,Magazines - Print,440,53.98,8.15,15525187.8,126530280.6
ABC1 Adults,Magazines - Print,460,54.19,8.49,15585585.9,132321624.3
ABC1 Adults,Magazines - Print,480,54.38,8.83,15640231.8,138103246.8
ABC1 Adults,Magazines - Print,500,54.54,9.17,15686249.4,143842907
ABC1 Adults,Magazines - Print,550,54.94,10.01,15801293.4,158170946.9
ABC1 Adults,Magazines - Print,600,55.26,10.86,15893328.6,172601548.6
ABC1 Adults,Magazines - Print,650,55.56,11.7,15979611.6,186961455.7
ABC1 Adults,Magazines - Print,700,55.81,12.54,16051514.1,201285986.8
ABC1 Adults,Magazines - Print,750,56.04,13.38,16117664.4,215654349.7
ABC1 Adults,Magazines - Print,800,56.23,14.23,16172310.3,230131975.6
ABC1 Adults,Magazines - Print,850,56.42,15.07,16226956.2,244540229.9
ABC1 Adults,Magazines - Print,900,56.58,15.91,16272973.8,258903013.2
ABC1 Adults,Magazines - Print,950,56.73,16.75,16316115.3,273294931.3
ABC1 Adults,Magazines - Print,1000,56.86,17.59,16353504.6,287658145.9
ABC1 Adults,OOH,5,3.01,1.66,865706.1,1437072.126
ABC1 Adults,OOH,10,5.64,1.77,1622120.4,2871153.108
ABC1 Adults,OOH,15,8.34,1.8,2398667.4,4317601.32
ABC1 Adults,OOH,20,10.68,1.87,3071674.8,5744031.876
ABC1 Adults,OOH,25,12.8,1.95,3681408,7178745.6
ABC1 Adults,OOH,30,14.73,2.04,4236495.3,8642450.412
ABC1 Adults,OOH,35,16.51,2.12,4748441.1,10066695.13
ABC1 Adults,OOH,40,18.17,2.2,5225873.7,11496922.14
ABC1 Adults,OOH,45,19.72,2.28,5671669.2,12931405.78
ABC1 Adults,OOH,50,21.18,2.36,6091579.8,14376128.33
ABC1 Adults,OOH,55,22.56,2.44,6488481.6,15831895.1
ABC1 Adults,OOH,60,23.87,2.51,6865250.7,17231779.26
ABC1 Adults,OOH,65,25.11,2.59,7221887.1,18704687.59
ABC1 Adults,OOH,70,26.29,2.66,7561266.9,20112969.95
ABC1 Adults,OOH,75,27.41,2.74,7883390.1,21600488.87
ABC1 Adults,OOH,80,28.49,2.81,8194008.9,23025165.01
ABC1 Adults,OOH,85,29.52,2.88,8490247.2,24451911.94
ABC1 Adults,OOH,90,30.51,2.95,8774981.1,25886194.25
ABC1 Adults,OOH,95,31.46,3.02,9048210.6,27325596.01
ABC1 Adults,OOH,100,32.37,3.09,9309935.7,28767701.31
ABC1 Adults,OOH,110,34.1,3.23,9807501,31678228.23
ABC1 Adults,OOH,120,35.72,3.36,10273429.2,34518722.11
ABC1 Adults,OOH,130,37.23,3.49,10707720.3,37369943.85
ABC1 Adults,OOH,140,38.65,3.62,11116126.5,40240377.93
ABC1 Adults,OOH,150,39.99,3.75,11501523.9,43130714.63
ABC1 Adults,OOH,160,41.25,3.88,11863912.5,46031980.5
ABC1 Adults,OOH,170,42.45,4,12209044.5,48836178
ABC1 Adults,OOH,180,43.59,4.13,12536919.9,51777479.19
ABC1 Adults,OOH,190,44.67,4.25,12847538.7,54602039.48
ABC1 Adults,OOH,200,45.7,4.38,13143777,57569743.26
ABC1 Adults,OOH,210,46.69,4.5,13428510.9,60428299.05
ABC1 Adults,OOH,220,47.63,4.62,13698864.3,63288753.07
ABC1 Adults,OOH,230,48.53,4.74,13957713.3,66159561.04
ABC1 Adults,OOH,240,49.39,4.86,14205057.9,69036581.39
ABC1 Adults,OOH,250,50.22,4.98,14443774.2,71929995.52
ABC1 Adults,OOH,260,51.02,5.1,14673862.2,74836697.22
ABC1 Adults,OOH,270,51.79,5.21,14895321.9,77604627.1
ABC1 Adults,OOH,280,52.52,5.33,15105277.2,80511127.48
ABC1 Adults,OOH,290,53.24,5.45,15312356.4,83452342.38
ABC1 Adults,OOH,300,53.93,5.56,15510807.3,86240088.59
ABC1 Adults,OOH,320,55.23,5.79,15884700.3,91972414.74
ABC1 Adults,OOH,340,56.45,6.02,16235584.5,97738218.69
ABC1 Adults,OOH,360,57.6,6.25,16566336,103539600
ABC1 Adults,OOH,380,58.68,6.48,16876954.8,109362667.1
ABC1 Adults,OOH,400,59.7,6.7,17170317,115041123.9
ABC1 Adults,OOH,420,60.67,6.92,17449298.7,120749147
ABC1 Adults,OOH,440,61.58,7.15,17711023.8,126633820.2
ABC1 Adults,OOH,460,62.45,7.37,17961244.5,132374372
ABC1 Adults,OOH,480,63.27,7.59,18197084.7,138115872.9
ABC1 Adults,OOH,500,64.06,7.81,18424296.6,143893756.4
ABC1 Adults,OOH,550,65.87,8.35,18944870.7,158189670.3
ABC1 Adults,OOH,600,67.49,8.89,19410798.9,172562002.2
ABC1 Adults,OOH,650,68.95,9.43,19830709.5,187003590.6
ABC1 Adults,OOH,700,70.28,9.96,20213230.8,201323778.8
ABC1 Adults,OOH,750,71.49,10.49,20561238.9,215687396.1
ABC1 Adults,OOH,800,72.61,11.02,20883362.1,230134650.3
ABC1 Adults,OOH,850,73.63,11.54,21176724.3,244379398.4
ABC1 Adults,OOH,900,74.58,12.07,21449953.8,258900942.4
ABC1 Adults,OOH,950,75.46,12.59,21703050.6,273241407.1
ABC1 Adults,OOH,1000,76.28,13.11,21938890.8,287618858.4
ABC1 Adults,Paid Social,5,4.59,1.09,1320129.9,1438941.591
ABC1 Adults,Paid Social,10,8.53,1.17,2453313.3,2870376.561
ABC1 Adults,Paid Social,15,11.96,1.25,3439815.6,4299769.5
ABC1 Adults,Paid Social,20,15.01,1.33,4317026.1,5741644.713
ABC1 Adults,Paid Social,25,17.73,1.41,5099325.3,7190048.673
ABC1 Adults,Paid Social,30,20.19,1.49,5806845.9,8652200.391
ABC1 Adults,Paid Social,35,22.43,1.56,6451092.3,10063703.99
ABC1 Adults,Paid Social,40,24.48,1.63,7040692.8,11476329.26
ABC1 Adults,Paid Social,45,26.36,1.71,7581399.6,12964193.32
ABC1 Adults,Paid Social,50,28.1,1.78,8081841,14385676.98
ABC1 Adults,Paid Social,55,29.71,1.85,8544893.1,15808052.24
ABC1 Adults,Paid Social,60,31.21,1.92,8976308.1,17234511.55
ABC1 Adults,Paid Social,65,32.61,1.99,9378962.1,18664134.58
ABC1 Adults,Paid Social,70,33.92,2.06,9755731.2,20096806.27
ABC1 Adults,Paid Social,75,35.15,2.13,10109491.5,21533216.9
ABC1 Adults,Paid Social,80,36.31,2.2,10443119.1,22974862.02
ABC1 Adults,Paid Social,85,37.41,2.27,10759490.1,24424042.53
ABC1 Adults,Paid Social,90,38.44,2.34,11055728.4,25870404.46
ABC1 Adults,Paid Social,95,39.42,2.41,11337586.2,27323582.74
ABC1 Adults,Paid Social,100,40.35,2.48,11605063.5,28780557.48
ABC1 Adults,Paid Social,110,42.07,2.61,12099752.7,31580354.55
ABC1 Adults,Paid Social,120,43.63,2.75,12548424.3,34508166.83
ABC1 Adults,Paid Social,130,45.06,2.89,12959706.6,37453552.07
ABC1 Adults,Paid Social,140,46.37,3.02,13336475.7,40276156.61
ABC1 Adults,Paid Social,150,47.58,3.15,13684483.8,43106123.97
ABC1 Adults,Paid Social,160,48.69,3.29,14003730.9,46072274.66
ABC1 Adults,Paid Social,170,49.73,3.42,14302845.3,48915730.93
ABC1 Adults,Paid Social,180,50.7,3.55,14581827,51765485.85
ABC1 Adults,Paid Social,190,51.6,3.68,14840676,54613687.68
ABC1 Adults,Paid Social,200,52.45,3.81,15085144.5,57474400.55
ABC1 Adults,Paid Social,210,53.24,3.94,15312356.4,60330684.22
ABC1 Adults,Paid Social,220,53.99,4.07,15528063.9,63199220.07
ABC1 Adults,Paid Social,230,54.7,4.2,15732267,66075521.4
ABC1 Adults,Paid Social,240,55.37,4.33,15924965.7,68955101.48
ABC1 Adults,Paid Social,250,56,4.46,16106160,71833473.6
ABC1 Adults,Paid Social,260,56.6,4.59,16278726,74719352.34
ABC1 Adults,Paid Social,270,57.17,4.72,16442663.7,77609372.66
ABC1 Adults,Paid Social,280,57.72,4.85,16600849.2,80514118.62
ABC1 Adults,Paid Social,290,58.23,4.98,16747530.3,83402700.89
ABC1 Adults,Paid Social,300,58.73,5.11,16891335.3,86314723.38
ABC1 Adults,Paid Social,320,59.66,5.36,17158812.6,91971235.54
ABC1 Adults,Paid Social,340,60.51,5.62,17403281.1,97806439.78
ABC1 Adults,Paid Social,360,61.3,5.87,17630493,103490993.9
ABC1 Adults,Paid Social,380,62.02,6.13,17837572.2,109344317.6
ABC1 Adults,Paid Social,400,62.7,6.38,18033147,115051477.9
ABC1 Adults,Paid Social,420,63.33,6.63,18214341.3,120761082.8
ABC1 Adults,Paid Social,440,63.93,6.88,18386907.3,126501922.2
ABC1 Adults,Paid Social,460,64.48,7.13,18545092.8,132226511.7
ABC1 Adults,Paid Social,480,65,7.38,18694650,137966517
ABC1 Adults,Paid Social,500,65.5,7.63,18838455,143737411.7
ABC1 Adults,Paid Social,550,66.62,8.26,19160578.2,158266375.9
ABC1 Adults,Paid Social,600,67.6,8.88,19442436,172648831.7
ABC1 Adults,Paid Social,650,68.48,9.49,19695532.8,186910606.3
ABC1 Adults,Paid Social,700,69.26,10.11,19919868.6,201389871.5
ABC1 Adults,Paid Social,750,69.97,10.72,20124071.7,215730048.6
ABC1 Adults,Paid Social,800,70.62,11.33,20311018.2,230123836.2
ABC1 Adults,Paid Social,850,71.21,11.94,20480708.1,244539654.7
ABC1 Adults,Paid Social,900,71.75,12.54,20636017.5,258775659.5
ABC1 Adults,Paid Social,950,72.25,13.15,20779822.5,273254665.9
ABC1 Adults,Paid Social,1000,72.72,13.75,20914999.2,287581239
ABC1 Adults,Cinema,5,4.57,1.1,1314377.7,1445815.47
ABC1 Adults,Cinema,10,8.47,1.18,2436056.7,2874546.906
ABC1 Adults,Cinema,15,11.9,1.26,3422559,4312424.34
ABC1 Adults,Cinema,20,14.97,1.34,4305521.7,5769399.078
ABC1 Adults,Cinema,25,17.74,1.41,5102201.4,7194103.974
ABC1 Adults,Cinema,30,20.26,1.48,5826978.6,8623928.328
ABC1 Adults,Cinema,35,22.56,1.55,6488481.6,10057146.48
ABC1 Adults,Cinema,40,24.69,1.62,7101090.9,11503767.26
ABC1 Adults,Cinema,45,26.64,1.69,7661930.4,12948662.38
ABC1 Adults,Cinema,50,28.46,1.76,8185380.6,14406269.86
ABC1 Adults,Cinema,55,30.15,1.82,8671441.5,15782023.53
ABC1 Adults,Cinema,60,31.72,1.89,9122989.2,17242449.59
ABC1 Adults,Cinema,65,33.19,1.96,9545775.9,18709720.76
ABC1 Adults,Cinema,70,34.56,2.03,9939801.6,20177797.25
ABC1 Adults,Cinema,75,35.86,2.09,10313694.6,21555621.71
ABC1 Adults,Cinema,80,37.07,2.16,10661702.7,23029277.83
ABC1 Adults,Cinema,85,38.21,2.22,10989578.1,24396863.38
ABC1 Adults,Cinema,90,39.29,2.29,11300196.9,25877450.9
ABC1 Adults,Cinema,95,40.31,2.36,11593559.1,27360799.48
ABC1 Adults,Cinema,100,41.27,2.42,11869664.7,28724588.57
ABC1 Adults,Cinema,110,43.05,2.56,12381610.5,31696922.88
ABC1 Adults,Cinema,120,44.65,2.69,12841786.5,34544405.69
ABC1 Adults,Cinema,130,46.09,2.82,13255944.9,37381764.62
ABC1 Adults,Cinema,140,47.41,2.95,13635590.1,40224990.8
ABC1 Adults,Cinema,150,48.61,3.09,13980722.1,43200431.29
ABC1 Adults,Cinema,160,49.71,3.22,14297093.1,46036639.78
ABC1 Adults,Cinema,170,50.71,3.35,14584703.1,48858755.39
ABC1 Adults,Cinema,180,51.64,3.49,14852180.4,51834109.6
ABC1 Adults,Cinema,190,52.49,3.62,15096648.9,54649869.02
ABC1 Adults,Cinema,200,53.28,3.75,15323860.8,57464478
ABC1 Adults,Cinema,210,54.01,3.89,15533816.1,60426544.63
ABC1 Adults,Cinema,220,54.69,4.02,15729390.9,63232151.42
ABC1 Adults,Cinema,230,55.32,4.16,15910585.2,66188034.43
ABC1 Adults,Cinema,230,55.32,4.16,15910585.2,66188034.43
ABC1 Adults,Cinema,230,55.32,4.16,15910585.2,66188034.43
ABC1 Adults,Cinema,230,55.32,4.16,15910585.2,66188034.43
ABC1 Adults,Cinema,230,55.32,4.16,15910585.2,66188034.43
ABC1 Adults,Cinema,230,55.32,4.16,15910585.2,66188034.43
ABC1 Adults,Cinema,230,55.32,4.16,15910585.2,66188034.43
ABC1 Adults,Cinema,230,55.32,4.16,15910585.2,66188034.43
ABC1 Adults,Cinema,230,55.32,4.16,15910585.2,66188034.43
ABC1 Adults,Cinema,230,55.32,4.16,15910585.2,66188034.43
ABC1 Adults,Cinema,230,55.32,4.16,15910585.2,66188034.43
ABC1 Adults,Cinema,230,55.32,4.16,15910585.2,66188034.43
ABC1 Adults,Cinema,230,55.32,4.16,15910585.2,66188034.43
ABC1 Adults,Cinema,230,55.32,4.16,15910585.2,66188034.43
ABC1 Adults,Cinema,230,55.32,4.16,15910585.2,66188034.43
ABC1 Adults,Cinema,230,55.32,4.16,15910585.2,66188034.43
ABC1 Adults,Cinema,230,55.32,4.16,15910585.2,66188034.43
ABC1 Adults,Cinema,230,55.32,4.16,15910585.2,66188034.43
ABC1 Adults,Cinema,230,55.32,4.16,15910585.2,66188034.43
ABC1 Adults,Cinema,230,55.32,4.16,15910585.2,66188034.43
ABC1 Adults,Cinema,230,55.32,4.16,15910585.2,66188034.43
ABC1 Adults,Cinema,230,55.32,4.16,15910585.2,66188034.43
ABC1 Adults,Cinema,230,55.32,4.16,15910585.2,66188034.43
ABC1 Adults,Cinema,230,55.32,4.16,15910585.2,66188034.43
ABC1 Adults,Cinema,230,55.32,4.16,15910585.2,66188034.43
ABC1 Adults,Cinema,230,55.32,4.16,15910585.2,66188034.43
ABC1 Adults,Cinema,230,55.32,4.16,15910585.2,66188034.43
ABC1 Adults,Cinema,230,55.32,4.16,15910585.2,66188034.43
ABC1 Adults,Online Display,5,4.79,1.04,1377651.9,1432757.976
ABC1 Adults,Online Display,10,9.2,1.09,2646012,2884153.08
ABC1 Adults,Online Display,15,13.26,1.13,3813708.6,4309490.718
ABC1 Adults,Online Display,20,17.03,1.17,4897998.3,5730658.011
ABC1 Adults,Online Display,25,20.52,1.22,5901757.2,7200143.784
ABC1 Adults,Online Display,30,23.77,1.26,6836489.7,8613977.022
ABC1 Adults,Online Display,35,26.8,1.31,7707948,10097411.88
ABC1 Adults,Online Display,40,29.64,1.35,8524760.4,11508426.54
ABC1 Adults,Online Display,45,32.29,1.39,9286926.9,12908828.39
ABC1 Adults,Online Display,50,34.77,1.44,10000199.7,14400287.57
ABC1 Adults,Online Display,55,37.11,1.48,10673207.1,15796346.51
ABC1 Adults,Online Display,60,39.31,1.53,11305949.1,17298102.12
ABC1 Adults,Online Display,65,41.37,1.57,11898425.7,18680528.35
ABC1 Adults,Online Display,70,43.32,1.62,12459265.2,20184009.62
ABC1 Adults,Online Display,75,45.17,1.66,12991343.7,21565630.54
ABC1 Adults,Online Display,80,46.91,1.71,13491785.1,23070952.52
ABC1 Adults,Online Display,85,48.56,1.75,13966341.6,24441097.8
ABC1 Adults,Online Display,90,50.12,1.8,14415013.2,25947023.76
ABC1 Adults,Online Display,95,51.6,1.84,14840676,27306843.84
ABC1 Adults,Online Display,100,53.01,1.89,15246206.1,28815329.53
ABC1 Adults,Online Display,110,55.61,1.98,15993992.1,31668104.36
ABC1 Adults,Online Display,120,57.98,2.07,16675627.8,34518549.55
ABC1 Adults,Online Display,130,60.13,2.16,17293989.3,37355016.89
ABC1 Adults,Online Display,140,62.09,2.25,17857704.9,40179836.03
ABC1 Adults,Online Display,150,63.88,2.35,18372526.8,43175437.98
ABC1 Adults,Online Display,160,65.53,2.44,18847083.3,45986883.25
ABC1 Adults,Online Display,170,67.04,2.54,19281374.4,48974690.98
ABC1 Adults,Online Display,180,68.43,2.63,19681152.3,51761430.55
ABC1 Adults,Online Display,190,69.72,2.73,20052169.2,54742421.92
ABC1 Adults,Online Display,200,70.91,2.82,20394425.1,57512278.78
ABC1 Adults,Online Display,210,72.02,2.92,20713672.2,60483922.82
ABC1 Adults,Online Display,220,73.05,3.01,21009910.5,63239830.61
ABC1 Adults,Online Display,230,74,3.11,21283140,66190565.4
ABC1 Adults,Online Display,240,74.9,3.2,21541989,68934364.8
ABC1 Adults,Online Display,250,75.73,3.3,21780705.3,71876327.49
ABC1 Adults,Online Display,260,76.51,3.4,22005041.1,74817139.74
ABC1 Adults,Online Display,270,77.24,3.5,22214996.4,77752487.4
ABC1 Adults,Online Display,280,77.93,3.59,22413447.3,80464275.81
ABC1 Adults,Online Display,290,78.58,3.69,22600393.8,83395453.12
ABC1 Adults,Online Display,300,79.19,3.79,22775835.9,86320418.06
ABC1 Adults,Online Display,320,80.3,3.99,23095083,92149381.17
ABC1 Adults,Online Display,340,81.29,4.18,23379816.9,97727634.64
ABC1 Adults,Online Display,360,82.19,4.38,23638665.9,103537356.6
ABC1 Adults,Online Display,380,82.99,4.58,23868753.9,109318892.9
ABC1 Adults,Online Display,400,83.72,4.78,24078709.2,115096230
ABC1 Adults,Online Display,420,84.38,4.98,24268531.8,120857288.4
ABC1 Adults,Online Display,440,84.98,5.18,24441097.8,126604886.6
ABC1 Adults,Online Display,460,85.53,5.38,24599283.3,132344144.2
ABC1 Adults,Online Display,480,86.03,5.58,24743088.3,138066432.7
ABC1 Adults,Online Display,500,86.49,5.78,24875388.9,143779747.8
ABC1 Adults,Online Display,550,87.5,6.29,25165875,158293353.8
ABC1 Adults,Online Display,600,88.33,6.79,25404591.3,172497174.9
ABC1 Adults,Online Display,650,89.03,7.3,25605918.3,186923203.6
ABC1 Adults,Online Display,700,89.62,7.81,25775608.2,201307500
ABC1 Adults,Online Display,750,90.13,8.32,25922289.3,215673447
ABC1 Adults,Online Display,800,90.57,8.83,26048837.7,230011236.9
ABC1 Adults,Online Display,850,90.96,9.34,26161005.6,244343792.3
ABC1 Adults,Online Display,900,91.3,9.86,26258793,258911699
